name,total,denisty,dem,gop,fips
"Montgomery County, Illinois","30,104",42.78,"3,490","8,616","17,135"
"Montgomery County, Pennsylvania","799,874","1,655.92","251,063","160,803","42,091"
"Montgomery County, Virginia","94,392",243.9,"20,015","19,455","51,121"
"Montgomery County, Indiana","38,124",75.55,"3,362","11,051","18,107"
"Montgomery County, Tennessee","172,331",319.62,"21,686","32,320","47,125"
"Montgomery County, Kansas","35,471",55.12,"2,557","8,466","20,125"
"Montgomery County, Ohio","535,153","1,159.46","117,661","120,766","39,113"
"Montgomery County, Iowa","10,740",25.32,"1,312","3,431","19,137"
"Montgomery County, Kentucky","26,499",134.26,"3,158","7,856","21,173"
"Montgomery County, Georgia","9,123",38.09,847,"2,668","13,209"
"Montmorency County, Michigan","9,765",17.86,"1,286","3,498","26,119"
"Montour County, Pennsylvania","18,267",140.25,"2,851","5,274","42,093"
"Montrose County, Colorado","41,276",18.42,"5,438","14,303","8,085"
"Moody County, South Dakota","6,486",12.49,"1,042","1,729","46,101"
"Moore County, Texas","21,904",24.35,"1,096","3,974","48,341"
"Moore County, Tennessee","6,362",49.23,496,"2,325","47,127"
"Moore County, North Carolina","88,247",126.46,"16,148","30,273","37,125"
"Mora County, New Mexico","4,881",2.53,"1,533",662,"35,033"
"Morehouse Parish, Louisiana","27,979",35.2,"5,155","6,502","22,067"
"Morgan County, Illinois","35,547",62.5,"4,693","9,060","17,137"
"Morgan County, Missouri","20,565",34.41,"1,768","6,757","29,141"
"Morgan County, Ohio","15,054",36.15,"1,711","4,315","39,115"
"Morgan County, Georgia","17,868",51.44,"2,658","6,559","13,211"
"Morgan County, Colorado","28,159",21.99,"3,128","8,104","8,087"
"Morgan County, Kentucky","13,923",36.53,"1,006","3,628","21,175"
"Morgan County, West Virginia","17,541",76.57,"1,568","5,718","54,065"
"Morgan County, Tennessee","21,987",42.11,"1,053","5,429","47,129"
"Morgan County, Utah","9,469",15.54,572,"3,156","49,029"
"Morgan County, Indiana","68,894",170.54,"6,037","23,671","18,109"
"Morgan County, Alabama","119,490",206.25,"11,216","37,392","1,103"
"Morrill County, Nebraska","5,042",3.54,282,"1,788","31,123"
"Morris County, Kansas","5,923",8.52,586,"1,790","20,127"
"Morris County, New Jersey","492,276","1,069.75","114,437","125,376","34,027"
"Morris County, Texas","12,934",51.33,"1,425","3,443","48,343"
"Morrison County, Minnesota","33,198",29.51,"3,637","12,925","27,097"
"Morrow County, Ohio","34,827",85.76,"3,711","11,722","39,117"
"Morrow County, Oregon","11,173",5.5,"1,004","2,698","41,049"
"Morton County, Kansas","3,233",4.43,145,970,"20,129"
"Morton County, North Dakota","27,471",14.26,"3,077","11,319","38,059"
"Motley County, Texas","1,210",1.22,40,571,"48,345"
"Moultrie County, Illinois","14,846",44.19,"1,476","4,453","17,139"
"Mountrail County, North Dakota","7,673",4.2,"1,211","2,551","38,061"
"Mower County, Minnesota","39,163",55.06,"7,444","8,826","27,099"
"Muhlenberg County, Kentucky","31,499",67.44,"3,272","9,393","21,177"
"Multnomah County, Oregon","735,334","1,704.94","271,754","63,055","41,051"
"Murray County, Oklahoma","13,488",32.39,"1,086","4,173","40,099"
"Murray County, Georgia","39,628",115.04,"1,799","10,340","13,213"
"Murray County, Minnesota","8,725",12.38,"1,295","2,974","27,101"
"Muscatine County, Iowa","42,745",97.71,"8,284","9,549","19,139"
"Muscogee County, Georgia","189,885",877.53,"39,602","26,901","13,215"
"Muskegon County, Michigan","172,188",344.9,"36,640","35,962","26,121"
"Muskingum County, Ohio","86,074",129.52,"10,926","23,588","39,119"
"Muskogee County, Oklahoma","70,990",87.59,"7,969","15,029","40,101"
"Musselshell County, Montana","4,538",2.43,331,"1,961","30,065"
"Nacogdoches County, Texas","64,524",68.17,"6,822","14,751","48,347"
"Nance County, Nebraska","3,735",8.46,280,"1,257","31,125"
"Nantucket County, Massachusetts","10,172",226.2,"4,144","1,892","25,019"
"Napa County, California","136,484",182.38,"26,161","11,946","6,055"
"Nash County, North Carolina","95,840",177.35,"23,024","23,142","37,127"
"Nassau County, Florida","73,314",113.03,"10,849","34,221","12,089"
"Nassau County, New York","1,339,532","4,704.80","307,326","275,479","36,059"
"Natchitoches Parish, Louisiana","39,566",31.6,"7,143","8,965","22,069"
"Natrona County, Wyoming","75,450",14.13,"6,573","23,523","56,025"
"Navajo County, Arizona","107,449",10.8,"15,362","18,165","4,017"
"Navarro County, Texas","47,735",47.28,"3,998","11,984","48,349"
"Nelson County, Kentucky","43,437",104.04,"6,434","13,430","21,179"
"Nelson County, North Dakota","3,126",3.18,536,"1,025","38,063"
"Nelson County, Virginia","15,020",31.9,"3,677","4,150","51,125"
"Nemaha County, Nebraska","7,248",17.79,765,"2,068","31,127"
"Nemaha County, Kansas","10,178",14.19,714,"4,066","20,131"
"Neosho County, Kansas","16,512",28.89,"1,464","4,340","20,133"
"Neshoba County, Mississippi","29,676",52.05,"2,668","7,613","28,099"
"Ness County, Kansas","3,107",2.89,160,"1,216","20,135"
"Nevada County, California","98,764",103.12,"16,199","14,686","6,057"
"Nevada County, Arkansas","8,997",14.56,"1,156","2,001","5,099"
"New Castle County, Delaware","538,479","1,263.19","162,905","85,507","10,003"
"New Hanover County, North Carolina","202,667","1,058.12","50,219","54,665","37,129"
"New Haven County, Connecticut","862,477","1,426.75","203,601","158,373","9,009"
"New Kent County, Virginia","18,429",87.87,"3,545","8,117","51,127"
"New London County, Connecticut","274,055",412.19,"62,951","54,574","9,011"
"New Madrid County, Missouri","18,956",28.09,"1,933","5,270","29,143"
"New York County, New York","1,585,873","69,468.42","515,481","58,935","36,061"
"Newaygo County, Michigan","48,460",59.59,"6,212","15,174","26,123"
"Newberry County, South Carolina","37,508",59.53,"6,212","10,011","45,071"
"Newport County, Rhode Island","82,888",809.56,"22,680","14,975","44,005"
"Newport News city, Virginia","180,719","2,630.03","40,997","23,650","51,700"
"Newton County, Arkansas","8,330",10.15,699,"2,875","5,101"
"Newton County, Indiana","14,244",35.45,"1,403","4,074","18,111"
"Newton County, Texas","14,445",15.47,978,"2,961","48,351"
"Newton County, Mississippi","21,720",37.57,"2,549","5,929","28,101"
"Newton County, Missouri","58,114",93.02,"4,988","20,546","29,145"
"Newton County, Georgia","99,958",367.27,"21,936","20,907","13,217"
"Nez Perce County, Idaho","39,265",46.3,"4,828","10,699","16,069"
"Niagara County, New York","216,469",414.41,"32,888","49,223","36,063"
"Nicholas County, West Virginia","26,233",40.56,"1,821","7,169","54,067"
"Nicholas County, Kentucky","7,135",36.56,787,"1,957","21,181"
"Nicollet County, Minnesota","32,727",72.97,"7,886","8,436","27,103"
"Niobrara County, Wyoming","2,484",0.95,115,"1,116","56,027"
"Noble County, Oklahoma","11,561",15.8,901,"3,707","40,103"
"Noble County, Indiana","47,536",115.7,"3,904","12,198","18,113"
"Noble County, Ohio","14,645",36.8,"1,201","4,441","39,121"
"Nobles County, Minnesota","21,378",29.89,"2,733","5,299","27,105"
"Nodaway County, Missouri","23,370",26.65,"2,529","6,379","29,147"
"Nolan County, Texas","15,216",16.68,"1,029","3,551","48,353"
"Norfolk city, Virginia","242,803","4,486.35","51,429","19,875","51,710"
"Norfolk County, Massachusetts","670,850","1,693.62","219,129","119,171","25,021"
"Norman County, Minnesota","6,852",7.85,"1,264","1,699","27,107"
"Northampton County, Virginia","12,389",58.55,"3,255","2,686","51,131"
"Northampton County, North Carolina","22,099",41.18,"6,113","3,556","37,131"
"Northampton County, Pennsylvania","297,735",805.4,"65,936","71,384","42,095"
"Northumberland County, Pennsylvania","94,528",206.23,"9,184","24,418","42,097"
"Northumberland County, Virginia","12,330",64.46,"2,830","5,089","51,133"
"Norton city, Virginia","3,958",529.08,383,"1,021","51,720"
"Norton County, Kansas","5,671",6.46,277,"1,808","20,137"
"Nottoway County, Virginia","15,853",50.42,"2,829","3,712","51,135"
"Nowata County, Oklahoma","10,536",18.62,742,"3,321","40,105"
"Noxubee County, Mississippi","11,545",16.61,"4,330","1,181","28,103"
"Nuckolls County, Nebraska","4,500",7.82,348,"1,709","31,129"
"Nueces County, Texas","340,223",405.76,"49,102","50,704","48,355"
"Nye County, Nevada","43,946",2.42,"5,095","13,320","32,023"
"O'Brien County, Iowa","14,398",25.13,"1,314","5,735","19,141"
"Oakland County, Michigan","1,202,362","1,385.75","342,976","289,127","26,125"
"Obion County, Tennessee","31,807",58.39,"2,425","9,525","47,131"
"Ocean County, New Jersey","576,567",916.96,"81,845","170,103","34,029"
"Oceana County, Michigan","26,570",51.89,"3,973","7,228","26,127"
"Ochiltree County, Texas","10,223",11.14,274,"2,628","48,357"
"Oconee County, Georgia","32,808",178.02,"5,253","12,885","13,219"
"Oconee County, South Carolina","74,273",118.58,"7,979","24,096","45,073"
"Oconto County, Wisconsin","37,660",37.74,"5,886","13,255","55,083"
"Ogemaw County, Michigan","21,699",38.51,"3,030","6,827","26,129"
"Ogle County, Illinois","53,497",70.52,"8,025","14,344","17,141"
"Oglethorpe County, Georgia","14,899",33.94,"1,829","4,622","13,221"
"Ohio County, Indiana","6,128",71.14,686,"2,118","18,115"
"Ohio County, West Virginia","44,443",419.99,"5,452","11,077","54,069"
"Ohio County, Kentucky","23,842",40.6,"2,080","7,942","21,183"
"Okaloosa County, Florida","180,822",194.38,"23,711","71,788","12,091"
"Okanogan County, Washington","41,120",7.81,"3,980","6,305","53,047"
"Okeechobee County, Florida","39,996",52.02,"3,953","9,342","12,093"
"Okfuskee County, Oklahoma","12,191",19.71,943,"2,791","40,107"
"Oklahoma County, Oklahoma","718,633","1,013.85","112,661","141,429","40,109"
"Okmulgee County, Oklahoma","40,069",57.46,"4,379","8,926","40,111"
"Oktibbeha County, Mississippi","47,671",104.04,"7,851","7,671","28,105"
"Oldham County, Texas","2,052",1.37,78,850,"48,359"
"Oldham County, Kentucky","60,316",322.17,"10,268","20,469","21,185"
"Oliver County, North Dakota","1,846",2.55,119,827,"38,065"
"Olmsted County, Minnesota","144,248",220.78,"36,266","35,668","27,109"
"Oneida County, New York","234,878",193.73,"30,749","48,490","36,065"
"Oneida County, Wisconsin","35,998",32.34,"8,103","11,677","55,085"
"Oneida County, Idaho","4,286",3.57,184,"1,531","16,071"
"Onondaga County, New York","467,026",599.99,"102,915","78,277","36,067"
"Onslow County, North Carolina","177,772",233.07,"17,156","36,342","37,133"
"Ontario County, New York","107,931",167.58,"20,233","24,343","36,069"
"Ontonagon County, Michigan","6,780",5.17,"1,175","2,069","26,131"
"Orange County, Indiana","19,840",49.8,"2,048","5,800","18,117"
"Orange County, New York","372,813",459.31,"63,037","72,129","36,071"
"Orange County, California","3,010,232","3,807.68","556,544","472,669","6,059"
"Orange County, North Carolina","133,801",336.22,"59,105","18,373","37,135"
"Orange County, Florida","1,145,956","1,268.45","329,579","195,091","12,095"
"Orange County, Texas","81,837",245.26,"5,716","25,385","48,361"
"Orange County, Virginia","33,481",98.25,"5,955","10,511","51,137"
"Orange County, Vermont","28,936",42.12,"7,522","4,997","50,017"
"Orangeburg County, South Carolina","92,501",83.63,"26,258","11,909","45,075"
"Oregon County, Missouri","10,881",13.78,865,"3,668","29,149"
"Orleans County, Vermont","27,231",39.28,"5,181","5,158","50,019"
"Orleans County, New York","42,883",109.6,"4,327","11,582","36,073"
"Orleans Parish, Louisiana","343,829","2,029.41","133,833","24,267","22,071"
"Osage County, Missouri","13,878",22.96,998,"5,845","29,151"
"Osage County, Oklahoma","47,472",21.13,"5,593","12,559","40,113"
"Osage County, Kansas","16,295",23.1,"1,730","4,713","20,139"
"Osborne County, Kansas","3,858",4.32,231,"1,437","20,141"
"Osceola County, Iowa","6,462",16.21,552,"2,528","19,143"
"Osceola County, Michigan","23,528",41.54,"2,705","7,336","26,133"
"Osceola County, Florida","268,685",202.41,"85,287","50,252","12,097"
"Oscoda County, Michigan","8,640",15.27,"1,044","2,843","26,135"
"Oswego County, New York","122,109",128.31,"15,614","25,870","36,075"
"Otero County, New Mexico","63,797",9.65,"6,033","11,756","35,035"
"Otero County, Colorado","18,831",14.92,"1,719","2,988","8,089"
"Otoe County, Nebraska","15,740",25.57,"2,017","4,833","31,131"
"Otsego County, Michigan","24,164",46.92,"3,556","8,266","26,137"
"Otsego County, New York","62,259",62.15,"9,285","12,284","36,077"
"Ottawa County, Oklahoma","31,848",67.64,"2,584","7,627","40,115"
"Ottawa County, Ohio","41,428",162.52,"8,136","12,389","39,123"
"Ottawa County, Michigan","263,801",468.17,"46,276","90,456","26,139"
"Ottawa County, Kansas","6,091",8.45,424,"2,261","20,143"
"Otter Tail County, Minnesota","57,303",29.06,"9,339","20,939","27,111"
"Ouachita County, Arkansas","26,120",35.64,"4,320","5,347","5,103"
"Ouachita Parish, Louisiana","153,720",251.83,"24,420","41,712","22,073"
"Ouray County, Colorado","4,436",8.19,"1,690","1,337","8,091"
"Outagamie County, Wisconsin","176,695",277.16,"38,087","49,884","55,087"
"Overton County, Tennessee","22,083",50.94,"1,943","6,055","47,133"
"Owen County, Indiana","21,575",56,"1,946","6,151","18,119"
"Owen County, Kentucky","10,841",30.88,"1,062","3,745","21,187"
"Owsley County, Kentucky","4,755",24.09,256,"1,474","21,189"
"Owyhee County, Idaho","11,526",1.5,591,"3,052","16,073"
"Oxford County, Maine","57,833",27.85,"12,172","16,214","23,017"
"Ozark County, Missouri","9,723",13.05,724,"3,639","29,153"
"Ozaukee County, Wisconsin","86,395",370.67,"20,167","30,458","55,089"
"Pacific County, Washington","20,920",22.43,"4,597","5,338","53,049"
"Page County, Iowa","15,932",29.78,"1,801","4,875","19,145"
"Page County, Virginia","24,042",77.34,"2,514","7,824","51,139"
"Palm Beach County, Florida","1,320,134",670.2,"371,411","270,762","12,099"
"Palo Alto County, Iowa","9,421",16.71,"1,395","3,079","19,147"
"Palo Pinto County, Texas","28,111",29.53,"1,700","8,222","48,363"
"Pamlico County, North Carolina","13,144",39.06,"2,427","4,225","37,137"
"Panola County, Mississippi","34,707",50.66,"7,300","7,371","28,107"
"Panola County, Texas","23,796",29.68,"1,835","8,445","48,365"
"Park County, Wyoming","28,205",4.06,"2,535","11,115","56,029"
"Park County, Colorado","16,206",7.39,"3,351","6,053","8,093"
"Park County, Montana","15,636",5.58,"3,521","4,872","30,067"
"Parke County, Indiana","17,339",38.99,"1,441","4,863","18,121"
"Parker County, Texas","116,927",129.42,"8,329","46,433","48,367"
"Parmer County, Texas","10,269",11.66,848,"1,911","48,369"
"Pasco County, Florida","464,697",622.18,"89,998","141,943","12,101"
"Pasquotank County, North Carolina","40,661",179.22,"8,455","8,082","37,139"
"Passaic County, New Jersey","501,226","2,715.31","112,608","71,488","34,031"
"Patrick County, Virginia","18,490",38.27,"1,768","6,454","51,141"
"Paulding County, Georgia","142,324",455.85,"18,004","44,646","13,223"
"Paulding County, Ohio","19,614",47.1,"2,068","6,359","39,125"
"Pawnee County, Nebraska","2,773",6.43,279,970,"31,133"
"Pawnee County, Oklahoma","16,577",29.19,"1,341","4,716","40,117"
"Pawnee County, Kansas","6,973",9.24,567,"1,872","20,145"
"Payette County, Idaho","22,623",55.6,892,"4,306","16,075"
"Payne County, Oklahoma","77,350",112.97,"8,785","16,644","40,119"
"Peach County, Georgia","27,695",184.3,"5,083","5,405","13,225"
"Pearl River County, Mississippi","55,834",68.86,"2,919","15,530","28,109"
"Pecos County, Texas","15,507",3.26,"1,551","2,463","48,371"
"Pembina County, North Dakota","7,413",6.63,681,"2,204","38,067"
"Pemiscot County, Missouri","18,296",37.15,"1,946","3,964","29,155"
"Pend Oreille County, Washington","13,001",9.29,"1,932","4,364","53,051"
"Pender County, North Carolina","52,217",60.03,"9,086","17,317","37,141"
"Pendleton County, West Virginia","7,695",11.06,726,"2,388","54,071"
"Pendleton County, Kentucky","14,877",53.68,"1,164","4,604","21,191"
"Pennington County, South Dakota","100,948",36.36,"14,074","29,804","46,103"
"Pennington County, Minnesota","13,930",22.59,"2,146","4,000","27,113"
"Penobscot County, Maine","153,923",45.31,"32,832","41,601","23,019"
"Peoria County, Illinois","186,494",301.18,"37,436","35,299","17,143"
"Pepin County, Wisconsin","7,469",32.2,"1,345","2,228","55,091"
"Perkins County, South Dakota","2,982",1.04,188,"1,333","46,105"
"Perkins County, Nebraska","2,970",3.36,160,"1,202","31,135"
"Perquimans County, North Carolina","13,453",54.45,"2,291","4,143","37,143"
"Perry County, Mississippi","12,250",18.93,"1,220","4,135","28,111"
"Perry County, Ohio","36,058",88.38,"4,072","9,978","39,127"
"Perry County, Alabama","10,591",14.72,"3,823","1,403","1,105"
"Perry County, Tennessee","7,915",19.08,597,"2,167","47,135"
"Perry County, Illinois","22,350",50.59,"2,433","6,816","17,145"
"Perry County, Indiana","19,338",50.66,"3,062","4,556","18,123"
"Perry County, Missouri","18,971",39.99,"1,520","6,907","29,157"
"Perry County, Arkansas","10,445",18.94,"1,035","2,979","5,105"
"Perry County, Pennsylvania","45,969",83.36,"4,630","15,613","42,099"
"Perry County, Kentucky","28,712",84.53,"2,136","8,158","21,193"
"Pershing County, Nevada","6,753",1.12,430,"1,403","32,027"
"Person County, North Carolina","39,464",100.59,"7,772","11,116","37,145"
"Petersburg city, Virginia","32,420","1,413.76","12,005","1,448","51,730"
"Petroleum County, Montana",494,0.3,30,276,"30,069"
"Pettis County, Missouri","42,201",61.86,"4,322","12,792","29,159"
"Phelps County, Nebraska","9,188",17.02,571,"3,832","31,137"
"Phelps County, Missouri","45,156",67.22,"4,761","12,699","29,161"
"Philadelphia County, Pennsylvania","1,526,006","11,379.49","560,542","105,418","42,101"
"Phillips County, Colorado","4,442",6.46,436,"1,791","8,095"
"Phillips County, Kansas","5,642",6.37,296,"2,200","20,147"
